SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2914,3,2,Rural,1997,283707.36019544693
2093,5,2,Suburb,1979,258404.15029905364
1424,5,1,Suburb,1966,154640.41410849738
1998,2,2,Rural,1968,241124.97685185197
1707,5,3,Suburb,2020,282229.3445409684
2804,4,3,Urban,1995,247972.48706316875
1560,3,2,Urban,1987,186058.0091263228
1827,2,2,Suburb,2009,308786.6989269614
2665,4,3,Urban,2005,277346.63130403304
1955,3,1,Suburb,1977,175135.11097321115
1516,4,2,Urban,1956,222825.07780584137
1427,5,2,Suburb,1999,171739.9734358631
2562,4,1,Urban,1988,338345.83292068174
1159,5,3,Urban,1992,123518.66931509432
1148,4,1,Rural,1984,167884.2839662233
1775,2,1,Suburb,1957,169727.2177024333
2253,5,1,Urban,2004,262816.6020963609
2735,5,2,Rural,2017,298865.5495407193
2585,3,3,Rural,1966,348220.5396644741
1066,5,3,Suburb,1970,145881.65781230605
2013,3,2,Urban,1972,157919.54134383675
2835,5,1,Urban,2016,259976.45018524863
1380,5,2,Urban,1980,185806.24854487996
1057,5,1,Urban,1993,92447.1281558547
2282,5,1,Rural,2021,277838.5536529582
1341,3,1,Rural,1976,103012.47290838143
2861,2,1,Rural,1998,286280.9996012785
2153,4,2,Suburb,1974,196594.9196879809
1726,5,1,Suburb,2014,197917.27158000978
2195,5,2,Rural,2009,194148.8068355202
1769,2,1,Urban,1991,182714.5828759603
1613,3,2,Urban,1980,207880.54227645195
2232,4,3,Rural,1992,230141.3497796465
2826,2,2,Urban,1977,316032.5154944544
1353,2,3,Urban,1980,91903.73216582695
2494,2,2,Suburb,2004,217345.36865761018
2821,2,3,Rural,1962,271411.6342943327
1115,5,2,Suburb,1958,99181.05032763701
2287,4,1,Suburb,1992,265385.7482109168
1661,5,3,Urban,1997,273609.88102912303
2835,2,1,Rural,1998,280689.1106405122
2465,4,3,Rural,1988,355776.1230613863
2571,2,1,Urban,1953,325608.44771613786
1452,3,1,Rural,1962,135392.48871761648
2868,2,2,Urban,1993,299315.91177887126
2500,2,1,Suburb,1950,360810.5625084406
1286,3,3,Rural,1993,177114.99302419467
2326,5,3,Suburb,2002,226148.0628391361
2016,4,3,Suburb,1965,274266.699329752
1310,2,2,Rural,1959,142398.43172791146
1207,2,2,Urban,2015,149446.0249864199
1617,3,3,Suburb,1952,253647.9876719982
1445,4,1,Rural,2021,185532.52649169872
1669,3,2,Rural,1996,193850.22962433385
1632,2,1,Urban,1958,171005.7997454631
1054,5,2,Suburb,1995,164103.41159787323
1911,5,2,Urban,1976,161795.06752663586
2035,4,2,Rural,2000,183813.67330562032
1656,2,2,Rural,2012,236467.10674254852
2423,3,3,Urban,2008,408992.8409896137
2931,2,2,Suburb,1987,331223.32536600763
2671,3,2,Urban,1999,364027.04431803327
1979,3,3,Suburb,2009,192164.87514669777
1514,4,3,Suburb,2019,200556.9062029506
2679,3,3,Rural,1993,164170.08733128823
2565,4,3,Rural,1983,280858.6875694116
1236,5,1,Urban,2020,197949.20050004718
2302,4,3,Suburb,2001,224883.0968575621
1347,4,3,Urban,1959,151703.95339045892
1626,4,3,Suburb,1996,244823.309392412
2127,5,1,Urban,2009,191954.00889414854
1629,4,3,Urban,1965,221591.32293774188
2540,3,1,Urban,1983,174174.07819550647
2895,3,2,Rural,1977,369396.5040953293
2271,4,1,Urban,1956,239165.5258721379
1363,3,3,Urban,2006,164961.45056132355
1320,4,1,Suburb,1975,182153.3849097735
2656,5,1,Rural,1999,173033.963628569
1285,3,1,Suburb,1989,79935.45027610265
1148,4,1,Urban,1978,140763.40949960914
2107,2,1,Urban,1963,175527.7662732706
2989,5,1,Urban,1963,260583.8227368485
1405,2,1,Rural,2010,190279.36228163732
1977,4,1,Suburb,1987,179676.8232035265
1455,3,2,Rural,1957,162943.93530814047
2766,4,2,Urban,1978,271413.3498570895
1799,3,3,Suburb,1988,182670.26416401123
2184,4,3,Urban,1985,264847.90397817147
2012,4,3,Urban,2001,184556.1861637788
1783,3,3,Rural,1998,217462.25820449163
1459,3,3,Urban,2009,129503.45794745392
2573,4,3,Urban,1967,292542.42292661814
2523,2,2,Urban,1980,264221.31783821696
1737,5,2,Urban,2009,127925.26095581542
1508,2,2,Suburb,1963,167390.45738476183
2677,2,1,Urban,1994,263029.16427251097
2827,2,1,Rural,1989,313460.6360440658
1480,2,3,Rural,2011,110451.38400009854
2686,3,2,Suburb,2018,327467.7285262308
1113,2,3,Urban,2020,103271.5865763537
1748,5,2,Rural,1950,236602.18701309833
2601,3,2,Rural,1981,373516.5634048485
1360,2,3,Rural,2016,70719.58385552965
1340,3,3,Urban,2004,105658.74713031057
1769,2,1,Suburb,1964,151680.71976955602
1760,2,2,Suburb,2010,197457.27584185344
1968,5,1,Suburb,2005,233516.44555638923
1448,3,1,Rural,1988,128932.84374939228
2866,3,1,Suburb,1971,350900.7637619887
1834,4,1,Rural,1968,249037.33016868628
2203,2,2,Suburb,2010,294099.9274171592
2725,2,2,Rural,1999,328977.2575722757
2430,5,1,Urban,1967,335396.323364622
2689,5,2,Rural,2010,267700.7541619928
2219,3,1,Suburb,1994,204841.72747013334
2489,5,3,Rural,1960,229651.58275489695
1310,3,1,Urban,1962,175567.1543689769
1261,2,3,Suburb,1988,156059.51264342747
2442,2,1,Urban,2015,297776.685162467
1405,3,1,Suburb,1994,140509.8533588641
2962,5,2,Urban,1984,398064.00701062
1142,5,3,Suburb,1982,161606.509158991
1341,3,2,Urban,1980,136880.2644715225
2339,2,1,Suburb,1967,247781.29579089832
2124,3,3,Rural,2014,316920.5006364158
1243,5,1,Urban,1998,152934.5099199731
1489,3,3,Suburb,1964,177247.89201046806
1011,2,3,Suburb,2013,137967.29366320116
2262,4,1,Rural,1956,276113.8232146814
1560,3,1,Urban,2006,189661.63875185463
1041,4,2,Suburb,1998,160042.7560475324
1677,3,2,Suburb,1970,212913.1142752002
1593,5,1,Rural,1989,203422.2553533653
2452,5,2,Rural,1961,364024.41722651734
2826,4,2,Urban,1971,273574.0864676888
2181,3,1,Urban,1958,259341.20784365386
2239,5,3,Rural,1980,245378.18863564264
2693,4,1,Urban,1952,249890.303923019
2485,4,2,Rural,1992,262092.66698983006
1133,3,1,Rural,1997,80594.28817458858
2090,5,1,Suburb,1972,242814.9044498574
2871,4,3,Urban,2010,326375.37541967415
2030,2,3,Suburb,1964,238146.63136303663
1947,2,2,Rural,1995,202304.1487721622
2549,5,2,Rural,2005,287182.5971163202
1072,5,2,Urban,1963,101520.45123919903
1398,2,2,Urban,1997,134286.878140162
2428,4,2,Rural,1994,220874.99325776848
2698,3,1,Rural,1973,229165.6644404115
1577,4,1,Urban,2002,86547.87097877152
1858,5,2,Rural,1968,271613.636098798
1129,5,3,Urban,1956,212420.03846466023
1930,3,3,Suburb,2011,130717.95734358557
2489,4,2,Suburb,1996,287435.8501974413
2229,3,1,Rural,1999,184609.1197533529
2811,4,3,Rural,2012,284051.5015766079
2791,4,3,Urban,1999,300843.7658313857
1265,2,3,Urban,1974,119980.72637278184
2560,4,3,Suburb,1988,332647.30219807685
2985,5,1,Rural,1961,456959.80436673044
1792,5,1,Suburb,2004,141586.2604149567
1252,5,3,Urban,1972,204133.36135591182
1821,2,1,Rural,2008,221151.911203649
2312,3,1,Urban,1981,249184.8817878236
1163,5,2,Suburb,1966,106470.3288068668
1094,5,2,Rural,1977,42159.00376463884
2805,3,2,Urban,1992,325843.3317660063
1832,2,2,Urban,1998,208247.04413229262
2133,4,3,Suburb,1993,247235.33064199763
1335,3,2,Suburb,2006,191030.54677831888
1821,4,2,Rural,1963,232581.09643138992
1237,4,1,Suburb,1976,145917.73897402838
1380,4,3,Urban,1956,205654.5394443692
2459,3,1,Rural,2005,268616.66675306903
1898,3,1,Urban,1996,213395.4880068581
1482,4,1,Rural,1961,237087.84533023852
2960,2,2,Urban,1951,317306.94852143683
1901,2,3,Suburb,2021,130462.64067996334
2048,2,2,Suburb,2005,266338.5957818769
2676,5,3,Rural,1965,346205.2457136336
2140,4,1,Urban,1974,233665.5838934699
1481,5,3,Suburb,1952,241926.84475859706
2415,2,1,Suburb,1994,228823.63920206926
1916,3,2,Suburb,1999,212662.8762729967
1993,2,1,Rural,1954,277032.49808749557
1963,5,2,Suburb,1982,211545.3915700172
1536,5,2,Urban,2014,166303.81337519202
2102,2,2,Rural,1981,231128.19025234255
2603,4,1,Rural,1978,325865.96512234746
2196,3,2,Rural,1972,181063.34928636719
2979,3,3,Rural,1961,377346.1408433694
2035,2,3,Rural,2009,275975.0651669102
2823,4,3,Rural,1996,379295.39268159337
1127,4,3,Suburb,1960,56134.95578151416
2631,2,2,Rural,1987,336783.98532572103
1091,3,3,Suburb,2017,139634.07650820128
2676,3,1,Urban,1970,273868.9567338503
1542,3,3,Suburb,1955,161802.49149246915
1845,4,3,Rural,2020,200298.82937026655
2555,2,1,Urban,1985,298021.6807527543
2681,4,1,Rural,1964,298152.83888496563
1988,3,3,Rural,1958,227620.75422187807
2851,4,2,Rural,1996,193188.2721011383
1446,3,1,Suburb,1960,132471.5838120252
1389,2,2,Urban,1966,166923.81041762666
1671,3,2,Urban,1983,71406.67027935387
2884,5,3,Urban,1995,362452.32180735463
1042,5,2,Suburb,1979,118146.89577690102
1253,2,2,Suburb,1961,119050.65059238771
2153,4,2,Suburb,1956,240399.11799769232
2083,4,3,Suburb,2015,178570.79852645297
1662,4,1,Urban,1970,130229.29046628898
1466,3,3,Suburb,1999,207184.9652446862
1286,5,1,Rural,1950,189473.96440478554
2010,2,2,Urban,1998,191497.98425704453
2540,4,1,Suburb,2015,317919.0314948954
2490,4,1,Suburb,1975,321550.51109929173
2953,2,1,Rural,1974,208697.14673018083
1777,3,1,Rural,1978,235667.7520089856
1344,4,2,Rural,2001,158348.63548190275
1641,3,1,Rural,2013,233876.41338821736
1381,3,1,Urban,1977,208435.43986766497
2802,3,2,Rural,1988,304995.2130497571
1689,4,1,Rural,2017,211762.28003646448
2276,4,3,Suburb,2010,286560.39734899823
2950,2,1,Rural,1959,371114.7341739869
2079,2,3,Suburb,1959,246456.01948919983
2486,3,3,Rural,1989,250692.41089357858
1456,4,3,Urban,2000,153904.03347818888
1982,3,2,Suburb,1992,195499.44162847992
1082,2,3,Suburb,1988,125439.96296319098
2928,3,3,Suburb,1962,457902.6754420163
2122,5,2,Suburb,1991,265550.4820385118
1148,3,2,Suburb,1975,250446.16976173944
2352,4,3,Rural,2008,323581.53259863314
2179,3,2,Rural,2007,218869.06940676412
1189,3,1,Urban,1980,152332.49176882257
2517,4,3,Rural,1976,282028.63061970257
1882,5,3,Urban,2011,225689.2699293759
1262,4,1,Urban,2006,170513.93051999144
2103,2,2,Suburb,1953,407173.1123305347
1399,5,1,Urban,2001,212536.72758201504
1763,5,1,Urban,1988,192576.28338118506
1608,4,2,Urban,1950,177056.54893408378
2283,3,2,Urban,1965,250997.4110136674
2795,2,3,Urban,1994,293723.3970688777
2638,2,3,Suburb,1983,261822.84878273704
2575,5,3,Urban,1971,346915.1261191382
1784,2,2,Suburb,1952,172890.9878839843
1100,5,3,Rural,1987,50210.145493767894
2382,5,1,Urban,1951,237196.40786457626
2403,2,3,Rural,2003,301107.2443220598
1819,5,2,Rural,1989,195750.45833077686
2244,3,2,Urban,1991,275301.46329713316
1819,5,3,Rural,2007,144517.71043034503
1419,3,2,Suburb,1984,83233.90902494825
1123,3,2,Suburb,1998,92402.94372474244
1421,3,3,Rural,2010,183339.95486263605
2254,2,3,Urban,1991,216149.2845400621
2713,3,1,Rural,1976,270883.6899999154
2086,2,2,Urban,1969,217634.79240157784
2508,4,3,Rural,1970,224554.062278633
2651,3,1,Urban,1955,353686.6049671525
2726,5,2,Rural,1971,388796.7966849339
2597,4,2,Urban,1978,326799.0757136331
1767,4,1,Rural,1989,263232.92828120635
1482,3,2,Urban,1976,182385.52972668264
1518,2,3,Suburb,1964,179146.47093919123
1154,4,1,Suburb,1999,161345.9555426621
1091,3,1,Urban,1961,133572.08394166653
1981,4,3,Urban,2003,271000.7214789959
2549,4,1,Suburb,1990,237470.20054894657
1454,3,3,Urban,2021,215957.69303159654
2764,5,3,Suburb,2000,393864.71944983915
1597,5,2,Suburb,1998,177048.80519971196
2668,5,2,Rural,1974,251495.56565445368
1509,4,2,Rural,1996,237548.37793618173
2206,2,2,Urban,1966,265312.6025613444
1385,2,2,Urban,1987,172911.1215859925
2597,4,3,Suburb,1961,266296.7184249136
2754,4,1,Suburb,1955,321260.3541108544
1404,3,1,Suburb,1958,162507.00688593858
1245,2,2,Rural,1995,151889.00481577546
1741,4,3,Suburb,1971,226966.64534338797
2614,5,3,Rural,2004,275197.2382956714
1660,2,3,Urban,1952,152441.92240450694
1649,4,1,Rural,1983,127915.04239712184
2494,3,3,Urban,1953,252484.75452212789
2849,3,2,Urban,1951,294567.497456826
2911,2,3,Urban,2007,348178.45152855304
2446,5,2,Rural,1962,320600.3096705049
1900,2,1,Urban,1986,68439.06817024143
1064,4,1,Rural,1958,129836.99918458186
2036,5,3,Rural,1957,258202.42355481954
1212,4,1,Urban,1999,134972.3116032383
1241,5,1,Urban,2011,152976.46607979317
1492,5,3,Rural,1979,191101.74936521865
2236,4,1,Urban,1973,236176.74043617598
2716,2,2,Suburb,1997,299032.02175174444
1337,3,3,Urban,1971,84685.09027605435
1172,5,2,Urban,2017,112546.15077027169
1671,5,1,Suburb,2000,183244.67120024477
1163,3,3,Rural,2011,114009.45548034499
1464,2,2,Urban,2016,123522.86637000236
1994,3,3,Suburb,1965,254431.77341638223
1496,2,2,Suburb,2002,126123.38857295435
1699,5,2,Rural,1987,285620.44565550744
1394,5,3,Rural,1997,138880.1013688666
1702,4,2,Rural,2008,180800.42738469175
2940,2,3,Suburb,1956,268314.030958469
1307,3,1,Rural,1994,96464.69354965125
2791,2,2,Urban,2010,316930.2772413605
1182,2,2,Urban,1976,86128.02983593417
1628,2,2,Urban,1980,186170.87982386583
2817,2,2,Suburb,2019,338627.00304945617
1509,3,1,Rural,2006,116008.00914671243
2731,4,3,Suburb,1962,222600.89362983813
1545,5,3,Suburb,2005,259988.4039004342
2587,3,3,Rural,1956,213439.79390775695
1623,3,1,Urban,1988,205946.1350690791
2787,5,1,Suburb,2000,240728.74583101273
1593,4,3,Rural,2006,203212.7313677647
1743,3,3,Urban,1995,233564.27889557614
2250,5,1,Rural,1963,225151.19400445436
2768,4,1,Rural,2005,226681.95439368754
2756,4,2,Urban,1967,265441.0253243296
2459,2,3,Urban,2003,232974.17029674817
2948,3,3,Suburb,2002,283715.3804887787
2445,4,3,Suburb,1992,113827.76556623733
1553,3,3,Urban,1967,115575.52196691326
1020,5,3,Rural,1952,98716.03834886327
1553,3,2,Urban,2001,172649.2993159842
1396,4,1,Urban,1981,124313.75533785949
1624,5,2,Urban,1951,214156.60403250772
1104,5,2,Suburb,1960,107228.53922504387
1191,2,3,Rural,1951,163391.49398309816
1016,5,2,Suburb,1978,190235.2453761853
2143,4,2,Suburb,1952,254698.69979082758
1392,2,3,Urban,2009,191605.01231184704
1424,4,2,Urban,2005,133596.25540433865
1128,4,2,Suburb,1950,178684.87802450563
2153,2,1,Urban,2013,169288.57171602087
1571,2,3,Rural,1961,166900.01309197373
2583,3,3,Suburb,1954,303031.16982296045
1028,4,2,Urban,2001,120717.03539006808
2120,3,3,Suburb,2020,244825.16056294422
2033,5,1,Rural,1992,180347.89610253618
1241,5,2,Suburb,2007,192982.39919138068
2849,3,1,Suburb,1979,247704.53657163942
2979,2,2,Suburb,1967,257150.98294244427
1231,5,2,Urban,1986,203542.42500165442
1788,2,3,Suburb,1967,260748.1254571058
2307,3,3,Urban,1985,271059.9372469249
1714,2,2,Urban,2004,175358.69724597887
1758,4,1,Suburb,2005,143407.47646971815
1801,5,2,Suburb,2009,157229.50236060517
1775,2,2,Suburb,1996,171578.1450889064
2978,2,2,Suburb,1970,291795.47590004443
1725,4,1,Suburb,1981,80574.05732429816
1199,2,3,Suburb,1979,157912.5286856358
1944,3,3,Suburb,1990,130009.8006061855
1078,3,1,Urban,2007,57658.96128770101
2936,3,3,Rural,2011,289947.4395445732
1955,5,2,Rural,1990,238773.31244407827
2878,2,3,Rural,1967,312036.3603175433
1855,5,3,Rural,1987,217283.7707998167
2196,5,1,Urban,1996,194780.88811347337
1466,2,1,Rural,2006,156811.76435355778
1580,2,2,Suburb,1971,236684.57682172133
2439,3,2,Urban,1994,267225.57378297823
1939,5,3,Rural,2004,260253.77502986038
1448,5,1,Rural,1988,66486.86231981957
1086,2,1,Rural,2017,127241.75599546882
1100,5,2,Rural,1989,182859.9475248312
2031,4,3,Rural,1965,256195.77575579935
1844,2,3,Rural,2011,225565.52710245288
2223,3,1,Urban,1957,201606.5243863072
2528,4,1,Suburb,1984,285395.1007084873
1086,4,1,Rural,1981,183383.56924444425
1042,3,1,Rural,1995,114428.80594087279
2408,4,2,Rural,1993,353976.48382131
2644,4,2,Urban,2000,235622.40514721468
2458,4,1,Rural,1969,285258.9992647347
1407,5,3,Urban,2005,165141.4607264311
2506,4,2,Urban,1957,199439.1247158721
1663,4,1,Suburb,2000,198048.54342662948
2040,2,1,Urban,1950,212732.33759437548
2668,3,3,Suburb,1992,233696.28615288602
1147,5,3,Rural,2014,67321.37160102843
1276,5,1,Rural,2008,165273.77245649003
1231,3,2,Rural,1990,144638.71812801802
2849,5,2,Rural,1959,319329.4672416855
2950,5,3,Urban,1986,382303.30653662636
1365,5,2,Suburb,1966,177278.8239571798
2251,2,2,Urban,1963,207351.83013820212
2674,2,2,Rural,1965,411781.99481418554
1435,5,1,Urban,1953,264587.39953196817
1398,3,1,Rural,1967,147721.20739989716
2234,3,2,Suburb,1988,252086.0103103331
2414,2,1,Urban,1953,147288.7771078171
1498,2,3,Suburb,1962,203830.81985563348
1539,4,2,Urban,2003,166166.1650876245
1562,2,2,Suburb,1970,189795.08423979254
2514,5,3,Urban,1962,219149.5809385837
1441,2,2,Urban,1980,190185.02353414416
2284,4,2,Rural,1954,159292.7806765405
1772,4,2,Urban,1958,69042.38379123897
1349,3,3,Suburb,1994,237053.34258882608
2375,3,1,Suburb,1958,149445.66180886124
1519,5,1,Suburb,1958,92982.49698489787
2343,2,2,Rural,2007,196703.029854184
1137,4,1,Suburb,1971,123377.98998041397
2573,4,2,Rural,2005,165588.58225847065
2646,3,3,Suburb,1953,209654.207457649
1991,3,3,Rural,1992,155152.18272886722
1367,2,2,Suburb,1979,129191.54320524422
2243,4,2,Rural,1978,337379.22069824324
2360,3,2,Urban,1965,285712.3726995401
2246,2,1,Suburb,1964,236335.41047139847
2671,2,3,Rural,1957,241037.40466045565
2791,2,2,Rural,1964,279430.367642947
1359,3,1,Rural,2009,138899.47483946074
1920,3,2,Rural,1982,229328.4149417638
1328,3,3,Suburb,2021,165888.77356260945
1961,5,3,Rural,1990,216560.99307333984
1462,5,3,Suburb,2008,205631.55701725106
1945,5,2,Urban,1982,230228.24979614248
1962,3,3,Urban,1991,136922.90101393557
2584,3,2,Urban,1964,217015.21650457673
2827,5,1,Suburb,1968,266097.74062626634
2405,4,1,Urban,1995,320707.50635769294
1835,4,1,Suburb,1978,250200.11513275473
2613,4,2,Urban,1959,281734.3934422664
2640,4,3,Urban,2010,299682.96316611255
1168,5,3,Suburb,1980,133294.12281903176
1216,2,2,Urban,1951,147211.25539327372
1377,2,1,Suburb,1960,181801.30843345702
1118,4,1,Suburb,1989,149202.67064862387
1189,3,2,Urban,1988,105365.60338223437
1766,4,3,Suburb,1999,189955.13717643707
1369,4,3,Rural,1955,175157.0295913731
2801,2,3,Rural,1977,257263.16701213998
1148,3,3,Urban,1961,154140.84729092265
2699,2,1,Rural,1997,312966.28029039974
1651,3,3,Urban,2005,189808.5160837703
2882,5,2,Suburb,1982,371934.48877292045
2511,2,3,Suburb,1959,288418.6461380077
1769,5,1,Rural,1958,237649.0971434748
1373,5,3,Rural,2008,132497.99060398125
1780,4,3,Rural,1971,269155.7514360607
2716,3,2,Suburb,1998,321177.9521849243
1159,2,3,Rural,2010,126204.6847852399
1350,4,3,Urban,1980,187740.55909463347
2935,2,2,Suburb,2014,310095.1201497874
2311,5,2,Rural,1956,305474.8656206039
2311,2,2,Suburb,1971,240336.7127454164
1891,2,2,Suburb,1970,186482.02437508863
2249,4,1,Urban,1996,227382.48329763018
1522,3,3,Urban,1981,214824.4817042328
1521,2,3,Rural,1996,190829.59385762463
1782,5,1,Suburb,2015,314004.32010807225
1272,5,2,Urban,2014,157232.41642041414
1935,4,3,Urban,2010,146276.72060642135
2425,5,2,Rural,1966,298145.6938372134
1182,2,2,Suburb,1972,141121.9211325229
2992,3,1,Rural,1999,324707.6580344973
2688,2,1,Rural,2018,272252.41165037523
1487,4,2,Rural,2013,172630.7945053316
2850,5,3,Suburb,1997,348967.9234368802
1845,2,2,Suburb,1962,227820.78613888848
1123,2,3,Rural,1966,94380.0978333684
1984,5,2,Rural,2013,217392.23784911964
2649,3,2,Rural,2000,358652.4307930934
1789,3,3,Suburb,1974,262667.8820524898
1413,3,1,Rural,1969,170918.920962512
2748,5,1,Urban,2008,304504.3980403523
2195,2,2,Rural,2018,109733.14236356138
2311,4,3,Rural,1970,256710.06316340785
2458,2,1,Suburb,1982,228394.75861095442
1685,5,3,Suburb,2012,142153.28510166932
1112,5,1,Urban,2005,70445.46442566723
1887,2,3,Rural,1955,235102.4377765588
2940,5,2,Suburb,1961,250084.49175905733
1121,2,3,Suburb,2006,101599.90981232529
2567,2,2,Suburb,2006,282166.67192010046
2245,3,1,Suburb,2017,343022.7573877388
2654,5,3,Suburb,1999,297306.9439005805
1038,5,1,Suburb,1976,96854.60594990439
1496,3,1,Rural,2010,231832.97306766687
1779,3,2,Suburb,1954,220128.98463955536
2256,3,3,Rural,2016,248975.83529079793
1942,4,2,Rural,1953,194949.57508007064
2553,5,3,Urban,1962,345898.187986357
1148,2,1,Urban,1952,207320.01551168587
2420,2,1,Urban,2020,335654.68207296066
2021,2,3,Rural,1964,170014.44754210045
1660,5,1,Rural,1968,203439.90257976082
2661,4,1,Rural,1980,279168.29345796735
2927,5,2,Suburb,1964,270887.9804921177
1301,5,1,Urban,1997,82347.26905786502
2383,5,1,Suburb,2003,225942.17400680715
1237,5,1,Urban,2004,220770.21501756558
1646,5,3,Urban,2007,295325.5507983972
1662,4,1,Suburb,2005,147084.91270038567
1235,3,2,Rural,2012,-19871.251145635964
2759,2,2,Urban,2013,313276.2531863635
1202,5,2,Rural,1984,250758.4083605866
1255,5,2,Suburb,1980,167128.7819754557
1597,5,1,Urban,1968,131208.16553508857
1661,2,2,Rural,2007,164928.54798546547
1234,4,3,Urban,2002,64552.72701899157
2368,2,3,Rural,2017,309664.59802422224
1533,4,1,Rural,1958,195595.7602723295
1859,3,3,Rural,1959,209603.72692467802
2820,5,3,Suburb,1997,338858.3680173855
2804,4,1,Urban,1972,235291.70228448237
2489,2,1,Rural,1974,240502.15986339326
1769,4,2,Suburb,2006,261743.90674474213
1540,4,2,Rural,1985,112637.05928918434
1212,3,1,Rural,1975,190867.24869955285
1462,5,3,Suburb,1976,166426.1819284306
1435,5,1,Suburb,1985,101224.1919015686
1282,2,2,Urban,1981,162832.76253340876
2585,2,1,Suburb,1976,346352.98104777135
2630,3,1,Rural,1963,255598.23089527315
2486,4,3,Suburb,1995,319032.1493553289
2430,4,1,Suburb,1998,299338.6524191664
1087,2,2,Rural,1983,115141.83175020722
2067,5,1,Rural,1979,281590.0395577791
1460,4,3,Urban,1982,206687.40696061798
1277,3,1,Rural,1992,69539.33492966533
2706,2,3,Suburb,1957,229539.86688508975
1420,4,1,Suburb,2018,156561.62574217483
2724,5,3,Rural,1963,358648.7381281756
2376,5,1,Urban,2010,254442.44453642645
1695,3,1,Urban,1970,289798.0417049998
1514,3,1,Rural,1978,217093.72635861923
1702,2,1,Suburb,1958,157277.31143956154
2653,2,1,Rural,2011,192253.87528417847
1018,5,2,Suburb,2006,128947.17916812481
1022,5,2,Suburb,1977,144098.64968476212
1412,4,1,Suburb,1978,180968.8137204641
2053,4,3,Rural,1998,256961.11887447338
2830,4,3,Suburb,2000,280565.9843963761
1107,3,2,Rural,2008,189618.70946255862
2390,3,2,Rural,1990,209809.90287848818
2304,4,2,Urban,1968,318464.1308835412
2151,5,3,Urban,1972,203172.4696317708
2252,2,2,Urban,2017,249661.23750440194
2134,3,2,Rural,1977,268257.42950756324
1135,3,2,Rural,2021,157990.0476416538
1361,4,1,Rural,1983,112370.16898819042
2209,2,1,Urban,1967,186727.36138943807
2679,3,2,Suburb,1982,215865.24235640033
2607,2,3,Suburb,2004,215014.25834341918
1128,3,1,Urban,1979,61993.3838089202
2899,2,2,Urban,1952,372315.8470987063
2284,2,1,Suburb,1971,332202.8676130264
1514,3,3,Urban,1965,200507.00097716856
1448,2,2,Rural,1958,189605.2787544329
2923,5,2,Rural,1988,359085.9998991005
2127,3,1,Urban,2012,221557.2435911943
2506,3,2,Rural,1982,242896.72625220573
2247,5,1,Rural,1964,243800.54908298497
2855,2,3,Rural,1974,217989.69036992727
1873,5,1,Suburb,1980,218285.65468870406
2889,3,2,Urban,2009,412180.6785723571
2514,5,3,Rural,1993,276918.75464829366
1472,2,3,Urban,1999,147911.15911027289
2033,5,3,Rural,1965,266828.8048382241
2428,3,1,Suburb,2019,232022.063788884
2919,2,3,Rural,1999,254693.69269638602
1301,3,2,Suburb,1979,108301.91940362068
1230,3,3,Rural,1989,217984.67681907548
2754,4,3,Suburb,1991,280689.2339054294
1922,3,1,Rural,1950,141603.3834967311
2089,3,1,Rural,2013,261293.37817770746
1936,2,2,Suburb,1991,224127.1424254895
1111,2,2,Rural,1984,91996.30686963399
2036,2,1,Rural,1995,242475.68114063586
2416,5,3,Rural,1967,310962.8740137641
1499,5,1,Suburb,2007,118865.24788967226
1931,2,1,Urban,2013,257032.8913305491
1597,5,1,Rural,1957,172280.06527021615
1233,4,2,Rural,1980,66481.78546962047
1601,5,2,Suburb,1963,111508.21625265223
1313,4,2,Urban,1970,125095.54857793692
1565,2,2,Rural,2020,185563.75780212673
2035,2,3,Rural,2004,259814.2223919809
1208,5,2,Urban,1985,141224.8525828824
2997,2,2,Rural,1988,230653.38480715267
2037,2,3,Urban,1975,286036.61140235025
2656,3,3,Suburb,1985,351655.9716720587
2441,2,1,Suburb,1985,268620.79940385465
2460,3,3,Urban,2009,248555.10898141854
2400,2,3,Suburb,1975,240143.67167132802
2043,4,2,Urban,1982,137819.94781394012
1586,4,2,Rural,1965,163736.68682821395
2935,2,2,Suburb,1950,241215.84605994483
2778,4,2,Urban,2014,318478.9075302784
2758,4,3,Urban,2011,271596.97772575915
2014,4,2,Urban,1964,314082.58558948775
2093,5,2,Rural,1977,309180.0719206039
2847,4,1,Rural,1984,254727.03113798462
2234,3,3,Rural,1955,217044.47267535902
2124,5,3,Suburb,1956,261314.75353379216
1697,3,3,Rural,1977,210918.27549769415
1131,3,1,Urban,1999,171937.22611080785
2646,3,3,Rural,1986,285216.879034905
2404,5,3,Suburb,1980,168817.282340558
2155,2,2,Rural,1956,211881.5938351421
2043,4,3,Urban,2002,217343.66303081182
2929,4,2,Suburb,1987,327070.7786244999
1535,2,1,Urban,1990,213733.37709432677
2013,2,2,Rural,1990,266794.09846695885
1226,3,1,Suburb,2008,165595.08537025785
2177,5,1,Suburb,1962,234625.57993672957
2828,3,1,Urban,1961,311416.52917998703
2765,4,2,Suburb,1975,268501.348406607
2492,2,1,Suburb,2003,320150.1051608621
1821,4,2,Suburb,1995,188399.61858460307
1870,2,2,Urban,1983,203003.31692858232
1404,5,2,Rural,2005,77075.49363805662
1201,3,1,Urban,2006,129520.44358984834
1037,4,2,Rural,1984,183274.97427076468
1941,5,2,Rural,1966,222369.35574008644
